СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЕ ПОКАЗАТЕЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ В 1991-2018 гг.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ПОКАЗАТЕЛИ ;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Образование;;;;;;;;;;;;27698,4;30497,7;52992,7;58518,5;62696,1;76803,4;91844,6;87999,7;92588,0;107085,1;150370,6;145756,2;162419,5;191207,9;216538,7;;
Здравоохрание и предоставление социальных услуг;;;;;;;;;;;;48306,6;63466,6;69989,7;86325,7;96910,7;100605,7;125329,2;137210,0;145508,9;167501,1;160786,4;175944,5;209159,1;246215,6;253813,6;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;77567,2;74027,4;104195,3;142317,2;188407,7;233011,2;255254,3;191910,7;221464,4;283943,7;318667,6;350714,2;364083,9;466346,4;493514,8;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;29,0;56,0;0,0;0,2;0,0;0,0;0,0;;
Итого  по видам деятельности;;;;;;;;;;;;5167190,4;6360728,2;8301803,7;10438139,1;12994584,3;15837081,7;18698665,9;17711085,7;21725737,5;31276861,8;35463032,8;37712293,4;40742786,2;44794795,4;46035993,9;;
Кроме того, оплата труда  и смешанные доходы, не наблюдаемые прямыми статистическими методами,    рассчитанные на основе баланса (без распределения по видам экономической деятельности);;;;;;;;;;;;-1249000,0;-1496400,0;-1995100,0;-2551000,0;-3450000,0;-4450000,0;-5200000,0;-5790000,0;-6632000,0;-6128000,0;-7331000,0;-8433000,0;-10555077,0;-10717000,0;-10686000,0;;
 Всего, включая оплату труда и смешанные доходы, не наблюдаемые прямыми статистическими методами ;;;;;;;;;;;;3918190,4;4864328,2;6306703,7;7887139,1;9544584,3;11387081,7;13498665,9;11921085,7;15093737,5;25148861,8;28132032,8;29279293,4;30623786,2;34077795,4;35349993,9;;
В соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;;;;2130234,4;2575845,9;2603176,4;2461071,6;2415827,9
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;;;;5185637,4;6108949,9;6164343,5;7514418,4;10417104,1
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;;;;5304242,4;6332139,2;6123425,8;6736748,6;7919236,0
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;;;;852678,3;1020667,7;1103899,6;1209320,1;1255867,2
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;;;;127969,3;150458,8;125317,9;158308,5;181184,4
Строительство;;;;;;;;;;;;;;;;;;;;;;;;2979855,0;2871366,1;2958654,0;2981153,0;3290703,8
"Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов";;;;;;;;;;;;;;;;;;;;;;;;7639997,9;8062905,1;7402785,4;7469785,2;8316105,5
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;;;;2217630,2;2745383,8;3282358,0;3411152,4;3714385,1
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;;;;352047,3;386966,1;394606,7;451088,7;498047,5
Деятельность в области информации и связи;;;;;;;;;;;;;;;;;;;;;;;;975735,5;1026383,7;1049238,5;1130960,7;1131791,8
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;;;;1610465,7;1187738,3;1806496,4;2020634,6;2151350,1
Деятельность по операциям с недвижимым имуществом;;;;;;;;;;;;;;;;;;;;;;;;6637021,5;6863570,9;7130670,7;7490418,4;7749709,0
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;;;;1490462,4;1584650,9;1584622,0;1838727,7;1857789,4
Деятельность административная и сопутствующие дополнительные услуги;;;;;;;;;;;;;;;;;;;;;;;;954277,7;1284033,5;1339462,7;1406068,4;1462071,3
"Государственное управление и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;;;;1618311,9;1780473,2;2056745,6;2235061,8;2453586,9
Образование;;;;;;;;;;;;;;;;;;;;;;;;163693,3;192659,9;217957,3;239956,6;243009,6
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;;;;201156,6;236210,7;238525,5;354914,2;331137,4
Деятельность в области культуры, спорта, организации досуга и развлечений;;;;;;;;;;;;;;;;;;;;;;;;143713,4;182405,6;189349,8;249588,4;260851,1
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;;;;157656,3;201986,1;264358,6;292077,4;306772,7
"Деятельность домашних хозяйств как работодателей; недифференцированная деятельность частных домашних хозяйств по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;0,0;0,0
"Использование валового внутреннего продукта (в текущих рыночных ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Валовой внутренний продукт;;;;;;;;;;;;10830535,1;13208233,8;17027190,9;21609765,5;26917201,4;33247513,2;41276849,2;38807218,6;46308541,2;60282540,4;68163883,1;73133895,1;79058484,0;83094304,6;86014204,3;92101347,8;103875800,4
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
расходы на конечное потребление;;;;;;;;;;;;7484115,5;9058687,6;11477849,6;14438149,2;17809740,7;21968579,5;27543511,4;29269625,1;32514673,2;40692217,7;46895780,1;52274283,6;56418220,9;58240533,5;61389774,1;65165442,1;69332988,5
домашних хозяйств;;;;;;;;;;;;5409157,7;6537401,5;8438484,1;10652857,8;12974743,4;16031739,8;19966954,7;20985936,1;23617623,3;29939463,5;34492361,7;38465140,8;41954831,1;43242320,3;45317053,8;48135665,4;50851055,8
государственного управления;;;;;;;;;;;;1942441,8;2366368,7;2889814,5;3645918,5;4680409,7;5750964,1;7359844,2;8066692,6;8671323,7;10527421,8;12155971,7;13551946,1;14173198,5;14684126,2;15728490,9;16649198,2;18049306,7
из них:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
на индивидуальные товары и услуги;;;;;;;;;;;;858159,1;1015496,4;1260365,8;1662905,0;2154301,6;2710005,7;3500155,7;3836009,6;4118622,8;4904682,5;5225597,1;5726847,3;6177117,6;6407611,4;6565091,8;6820340,2;7654180,1
на коллективные услуги;;;;;;;;;;;;1084282,7;1350872,3;1629448,7;1983013,5;2526108,1;3040958,4;3859688,5;4230683,0;4552700,9;5622739,3;6930374,6;7825098,8;7996080,9;8276514,8;9163399,1;9828858,0;10395126,6
некоммерческих организаций, обслуживающих домашние хозяйства;;;;;;;;;;;;132516,0;154917,4;149551,0;139372,9;154587,6;185875,6;216712,5;216996,4;225726,2;225332,4;247446,7;257196,7;290191,3;314087,0;344229,4;380578,5;432626,0
валовое накопление;;;;;;;;;;;;2169313,7;2755048,5;3558951,4;4338730,5;5698727,3;8034098,2;10526116,1;7344756,5;10472630,0;14735887,4;16730202,4;16915862,1;17883660,1;18603397,9;20242855,7;22189209,6;23611223,6
"валовое накопление основного капитала2);3)";;;;;;;;;;;;1939314,4;2432252,0;3130523,6;3836895,9;4980573,3;6980359,1;9200768,9;8535671,5;10014340,1;12952976,5;14689247,0;15925615,2;17115121,0;17325846,7;18910543,3;20571118,7;22237431,5
изменение запасов материальных оборотных средств;;;;;;;;;;;;229999,3;322796,5;428427,8;501834,6;718154,0;1053739,1;1325347,2;-1190915,0;458289,9;1782910,9;2040955,4;990246,9;768539,1;1277551,2;1332312,4;1618090,9;1373792,1
чистый экспорт ;;;;;;;;;;;;1167490,5;1501960,1;2086533,4;2958981,1;3425912,8;2866551,3;3812567,2;2887699,1;3739696,9;4854435,3;4537900,6;3943749,4;5074399,1;6700633,2;4448603,4;4921353,3;10358252,2
    экспорт;;;;;;;;;;;;3813694,6;4655880,3;5860396,9;7607256,5;9079332,7;10028762,1;12923553,7;10842026,2;13529310,9;16865192,2;18324772,3;18863370,2;21425934,6;23854056,5;22137648,3;23994306,3;31932556,0
    импорт;;;;;;;;;;;;2646204,1;3153920,2;3773863,5;4648275,4;5653419,9;7162210,8;9110986,5;7954327,1;9789614,0;12010756,9;13786871,7;14919620,8;16351535,5;17153423,3;17689044,9;19072953,0;21574303,8
статистическое расхождение;;;;;;;;;;;;9615,4;-107462,4;-96143,5;-126095,3;-17179,4;378284,2;-605345,5;-694862,1;-418458,9;0,0;0,0;0,0;-317796,1;-450260,0;-67028,9;-174657,2;573336,1
"Структура использования валового внутреннего продукта (в текущих рыночных ценах; в процентах к итогу)";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Валовой внутренний продукт;;;;;;;;;;;;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
расходы на конечное потребление;;;;;;;;;;;;69,2;68,2;67,0;66,3;66,1;66,8;65,9;74,1;69,6;67,6;68,8;71,3;71,2;69,7;71,4;70,7;67,1
домашних хозяйств;;;;;;;;;;;;50,0;49,2;49,3;49,0;48,2;48,8;47,8;53,1;50,5;49,6;50,6;52,6;52,9;51,7;52,8;52,2;49,2
государственного управления;;;;;;;;;;;;18,0;17,8;16,9;16,7;17,4;17,5;17,6;20,4;18,5;17,5;17,9;18,5;17,9;17,6;18,2;18,1;17,5
из них:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
на индивидуальные товары и услуги;;;;;;;;;;;;8,0;7,6;7,4;7,6;8,0;8,2;8,4;9,7;8,8;8,2;7,7;7,8;7,8;7,7;7,6;7,4;7,4
на коллективные услуги;;;;;;;;;;;;10,0;10,2;9,5;9,1;9,4;9,3;9,2;10,7;9,7;9,3;10,2;10,7;10,1;9,9;10,6;10,7;10,1
некоммерческих организаций, обслуживающих домашние хозяйства;;;;;;;;;;;;1,2;1,2;0,8;0,6;0,5;0,5;0,5;0,6;0,6;0,5;0,3;0,2;0,4;0,4;0,4;0,4;0,4
валовое накопление;;;;;;;;;;;;20,0;20,6;20,9;20,1;21,2;24,4;25,1;18,6;22,4;24,4;24,6;23,3;22,4;22,2;23,5;24,0;22,9
валовое накопление основного капитала2);;;;;;;;;;;;17,9;18,2;18,4;17,7;18,5;21,2;22,0;21,7;21,4;21,5;21,6;21,9;21,5;20,8;22,0;22,3;21,6
изменение запасов материальных оборотных средств;;;;;;;;;;;;2,1;2,4;2,5;2,4;2,7;3,2;3,1;-3,1;1,1;2,9;3,0;1,4;0,9;1,4;1,5;1,7;1,3
чистый экспорт ;;;;;;;;;;;;10,8;11,2;12,1;13,6;12,7;8,8;9,0;7,3;7,9;8,0;6,6;5,4;6,4;8,1;5,1;5,3;10,0
    экспорт;;;;;;;;;;;;35,2;34,9;34,2;35,0;33,7;30,6;30,8;27,4;28,9;28,0;26,8;25,8;27,0;28,6;25,7;26,0;30,9
    импорт;;;;;;;;;;;;24,4;23,7;22,1;21,4;21,0;21,8;21,8;20,1;21,0;20,0;20,2;20,4;20,6;20,5;20,6;20,7;20,9
Индексы физического объема элементов использования валового внутреннего продукта (в процентах к предыдущему год);;;;;;;;;;;;;;;;;;;;;;;;;;;;
Валовой внутренний продукт ;;;;;;;;;;;;104,7;107,3;107,2;106,4;108,2;108,5;105,2;92,2;104,5;104,3;103,7;101,8;100,7;97,7;100,3;101,6;102,3
расходы на конечное потребление;;;;;;;;;;;;107,0;106,1;109,4;109,1;109,5;111,2;108,6;96,1;103,5;105,3;106,5;104,1;100,9;92,1;99,0;103,1;101,8
домашних хозяйств;;;;;;;;;;;;108,5;107,7;112,5;112,2;112,2;114,3;110,6;94,9;105,5;106,8;107,9;105,2;102,0;90,6;98,1;103,3;102,3
государственного управления;;;;;;;;;;;;102,6;102,4;102,1;101,4;102,3;102,7;103,4;99,4;98,5;101,4;102,6;100,9;97,9;96,4;101,5;102,5;100,3
некоммерческих организаций, обслуживающих домашние хозяйства;;;;;;;;;;;;100,8;100,1;88,9;81,7;98,3;102,7;98,6;92,0;99,5;95,1;99,0;98,8;100,0;97,1;101,0;100,5;104,5
валовое накопление;;;;;;;;;;;;97,4;114,3;112,2;109,5;117,7;122,0;110,5;59,0;128,5;121,0;104,4;94,4;93,9;88,2;98,8;106,0;100,8
"валовое накопление основного капитала2);3)";;;;;;;;;;;;102,8;113,9;112,6;110,6;118,0;121,0;110,6;85,6;105,9;109,1;105,0;101,3;98,2;89,3;101,0;105,2;102,9
изменение запасов материальных оборотных средств4);;;;;;;;;;;;…;…;…;…;…;…;…;…;…;… ;… ;… ;…;…;…;…;…
экспорт;;;;;;;;;;;;110,3;112,6;111,8;106,5;107,3;106,3;100,6;95,3;107,0;100,3;101,4;104,6;100,5;103,7;103,2;105,0;105,5
импорт;;;;;;;;;;;;114,6;117,3;123,3;116,6;121,3;126,2;114,8;69,6;125,8;120,3;109,7;103,5;92,7;74,9;96,4;117,4;102,7
1) Здесь и далее показатели раздела в составе ресурсов или использования со знаком (-) уменьшают значение итога.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) Включая приобретение за вычетом выбытия ценностей.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3) Начиная с 2011 г. с учетом повышения лимита стоимости активов, относящихся к материально-производственным запасам, с 20 тыс. руб. до 40 тыс. руб., в соответствии с Приказом Министерства финансов Российской Федерации от 24.12.2010 № 186Н ""О внесении изменений в нормативные правовые акты по бухгалтерскому учету и признании утратившим силу приказа Министерства финансов Российской Федерации от 15 января 1997 г. № 3"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;
4) Показатель не имеет экономического смысла.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"__________
*)  Показатели системы национальных счетов, начиная с 2011 года, пересчитаны на основе положений СНС 2008 года относительно учета результатов научных исследований и разработок, способных быть востребованными на рынке, а также систем вооружения, которые включены в состав накопления основного капитала. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
